run,subrun,event,col_wire,col_time,ind_wire,ind_time
8689,297,27246,16,1073,32,1056
8689,299,27481,31,1292,17,1267
8689,300,27541,21,1474,26,1448
8689,302,27707,33,1402,15,1384
8689,311,28509,33,1221,15,1197
8689,311,28523,26,1606,22,1574
8689,311,28542,15,1008,32,972
8689,316,28942,36,1317,12,1301
8689,316,28974,30,1198,17,1169
8689,317,29020,23,1247,24,1218
8689,319,29220,20,1382,27,1344
8689,320,29332,25,1461,23,1428
8689,332,30378,36,1057,10,1036
8689,332,30387,21,1001,26,971
8689,332,30388,18,997,31,973
8689,333,30482,36,913,15,910
8689,337,30885,19,1015,32,1007
8689,338,31010,24,1187,23,1157
8689,339,31084,13,1439,35,1410
8689,343,31406,30,1056,18,1041
8689,344,31487,30,892,17,866
8689,347,31820,27,1181,20,1155
8689,347,31821,35,1024,13,1007
8689,348,31907,31,1128,16,1094
8689,349,32013,21,1378,27,1365
8689,351,32187,15,1642,127,1333
8689,356,32708,27,1027,21,1014
8689,359,32941,20,1135,26,1104
8689,359,32946,20,1617,28,1595
8689,360,33067,21,1538,26,1515
8689,361,33137,154,2133,31,1000
8689,361,33157,27,1418,21,1386
8689,362,33245,20,1581,28,1563
8689,365,33481,34,1136,15,1123
8689,365,33513,22,1317,25,1299
8689,367,33690,18,978,29,945
8689,370,33916,31,1033,22,1031
8689,372,34088,17,992,30,953
8689,377,34523,17,1518,31,1487
8689,378,34587,23,1731,25,1710
8689,391,35752,32,993,16,968
8689,393,35932,32,1237,15,1215
8689,394,36063,29,1277,19,1250
8689,396,36259,33,1554,14,1514
8689,396,36265,26,1263,22,1219
8689,396,36275,33,1346,15,1331
8689,396,36277,18,1336,30,1306
8689,401,36747,36,1594,12,1575
8689,403,36885,25,959,23,944
8689,403,36919,28,1021,21,1000
8689,404,36982,73,909,22,978
8689,405,37085,29,1432,19,1410
8689,411,37597,48,1045,20,1061
8689,411,37632,26,1366,26,1351
8689,411,37636,22,1438,26,1408
8689,412,37707,25,1360,23,1326
8689,412,37709,33,1593,15,1558
8689,417,38167,23,815,30,810
8689,419,38342,18,878,29,850
8689,423,38672,32,1080,16,1050
8689,428,39158,195,1419,27,1070
8689,429,39200,26,1146,22,1127
8689,431,39412,33,1525,15,1489
8689,434,39693,28,1253,20,1233
8689,435,39785,23,1444,24,1403
8710,62,5629,33,1349,13,1321
8710,66,6096,31,1678,18,1653
8710,71,6593,27,948,25,942
8710,71,6595,14,1128,33,1102
8710,84,8008,36,1236,13,1217
8710,97,9446,34,958,13,940
8710,102,10009,35,1277,13,1253
8710,118,11680,22,888,25,872
8710,120,11895,31,1561,18,1538
8710,127,12560,23,1375,26,1354
8710,129,12792,36,1350,12,1334
8710,135,13432,135,538,29,892
8710,137,13644,17,1152,31,1134
8711,3,524,28,974,19,948
8711,5,769,33,1072,15,1042
8711,12,1948,32,1229,15,1202
8711,20,3484,20,1012,27,977
8711,21,3626,34,1010,28,1034
8711,24,4028,22,1201,25,1176
8711,28,4716,37,23,30,962
8722,2,210,20,1123,27,1097
8722,6,753,23,1811,25,1796
8722,8,1005,30,1073,18,1041
8722,14,1826,28,1043,20,1022
8722,14,1877,27,1533,23,1517
8722,21,2802,28,1040,19,1010
8722,21,2826,21,1594,27,1575
8722,25,3429,33,1042,14,1012
8722,26,3550,20,1518,28,1497
8722,27,3756,43,1101,13,1115
8722,30,4166,28,1133,20,1106
8722,31,4339,23,1101,25,1084
8722,33,4573,25,1764,23,1732
8722,37,5199,27,1081,21,1046
8722,38,5302,49,931,14,959
8722,40,5644,20,1149,28,1131
8722,41,5781,29,1061,22,1054
8722,43,6081,21,1254,27,1226
8722,43,6086,16,1391,31,1366
8722,44,6195,25,885,24,871
8722,51,7238,24,963,23,940
8722,53,7538,14,965,32,945
8722,54,7642,30,1093,17,1070
8722,64,9186,21,1169,26,1141
8722,67,9658,35,1032,13,1014
8722,68,9859,31,1588,16,1550
8722,71,10262,21,1198,26,1169
8722,71,10283,34,2673,13,2644
8722,72,10419,28,1390,20,1361
8722,75,10854,25,1445,22,1400
8722,75,10902,33,1390,15,1367
8722,77,11195,35,1079,13,1053
8722,78,11335,24,1184,23,1155
8722,86,12372,31,1457,16,1428
8722,90,12920,22,1208,24,1168
8722,91,13074,28,1090,20,1067
8722,92,13209,31,1051,24,1049
8722,95,13634,16,1320,32,1301
8722,96,13740,30,1356,18,1337
8722,97,13873,31,942,26,960
8722,97,13874,24,1609,23,1579
8722,97,13903,28,1427,21,1405
8722,98,14046,23,940,24,920
8722,103,14747,23,1294,25,1269
8722,104,14891,23,1020,25,1001
8722,106,15146,17,1250,30,1223
8722,106,15194,24,1471,24,1442
8722,107,15352,19,1229,28,1199
8722,110,15750,23,1305,24,1280
8722,113,16193,24,1163,23,1136
8723,4,775,20,1185,26,1149
8723,7,1224,23,1088,25,1072
8723,12,1972,35,1472,12,1455
8723,12,1991,20,936,27,912
8723,13,2140,18,1265,30,1248
8723,13,2162,22,1802,26,1770
8723,16,2568,28,1304,20,1287
8723,17,2690,22,1446,25,1421
8723,19,2956,30,865,16,841
8723,26,3967,29,1048,20,1024
8723,26,4010,16,1249,32,1224
8723,29,4363,41,1005,15,1004
8723,32,4825,26,1243,22,1227
8723,35,5315,30,998,17,969
8723,39,5868,30,1026,21,1020
8723,55,8262,33,1235,13,1197
8723,63,9467,17,1327,33,1311
8723,65,9727,30,1036,18,1005
8723,67,10030,20,1214,28,1195
8723,75,11114,31,1206,16,1172
8723,77,11412,27,1252,21,1230
8723,78,11553,31,1330,17,1313
8723,83,12281,35,995,21,996
8723,87,12822,28,857,27,859
8723,91,13444,31,1061,16,1035
8723,96,14163,20,1202,27,1173
8723,98,14426,29,1025,18,997
8723,98,14470,31,983,16,958
8723,101,14901,17,1461,31,1433
8723,102,15019,28,1299,20,1267
8723,102,15056,43,1033,13,1030
8723,102,15059,22,1161,25,1136
8723,105,15441,31,989,17,971
8723,112,16422,45,1000,16,1016
8723,112,16467,23,1035,24,1010
8723,112,16473,33,1112,15,1097
8723,113,16582,23,1286,25,1261
8723,113,16603,23,1337,25,1321
8723,114,16767,34,1369,13,1341
8723,116,17061,24,1278,23,1246
8723,116,17063,24,1153,23,1126
8723,120,17573,24,1304,25,1293
8723,121,17711,34,1108,13,1081
8723,123,17962,35,1714,12,1687
8723,127,18604,18,999,30,986
8723,128,18731,30,964,17,944
8723,131,19152,25,1091,23,1070
8723,134,19581,36,1034,13,1011
8723,134,19582,32,1205,15,1166
8723,135,19707,19,1613,28,1589
8723,136,19881,28,931,20,913
8723,139,20264,30,1109,18,1092
8723,140,20417,33,1077,14,1052
8723,141,20554,34,1192,13,1174
8723,141,20559,34,1005,15,988
8723,147,21299,34,1299,13,1256
8723,147,21337,186,703,226,670
8723,153,22125,157,1793,20,2675
8723,154,22255,28,1016,20,996
8723,154,22283,29,1097,20,1086
8723,155,22424,29,1306,19,1287
8723,156,22551,23,1463,24,1438
8723,158,22808,30,1010,18,980
8723,163,23377,33,1047,15,1025
8723,163,23420,33,1510,15,1482
8723,164,23532,30,1328,18,1305
8723,168,24129,29,1267,18,1240
8723,170,24384,19,1090,28,1069
8723,171,24496,23,1133,24,1104
8723,173,24795,30,1151,18,1122
8723,174,24964,28,1625,20,1602
8723,177,25244,22,1669,25,1643
8723,187,26717,32,1005,15,978
8723,188,26834,30,1032,30,1046
8723,189,27019,26,1501,22,1478
8723,190,27170,26,1210,30,1219
8723,196,27993,36,1085,13,1066
8723,200,28403,16,1378,32,1363
8723,216,30718,19,1163,27,1132
8723,216,30745,31,1032,17,1011
8723,217,30847,90,1051,16,1090
8723,223,31694,30,1191,17,1149
8723,224,31827,29,1500,18,1474
8723,240,34181,33,1321,18,1304
8723,241,34319,27,1129,21,1095
8723,243,34555,18,880,30,861
8723,244,34699,23,1297,26,1272
8723,246,34953,25,1056,23,1028
8723,246,34977,23,1201,25,1185
8723,249,35437,19,1761,29,1729
8723,250,35538,22,1026,26,1009
8723,251,35702,32,1034,16,1019
8723,252,35832,19,1379,28,1350
8723,255,36237,21,1276,26,1249
8723,255,36253,33,1239,15,1224
8723,256,36412,34,1570,13,1530
8723,258,36681,29,1470,20,1450
8723,259,36825,33,1018,15,995
8723,259,36855,27,1008,21,973
8723,263,37450,29,1460,20,1448
8723,265,37671,35,1434,13,1416
8723,267,38016,30,1646,19,1620
8723,267,38021,30,1138,18,1119
8723,270,38439,28,1204,19,1171
8723,273,38816,21,1237,27,1223
8723,274,38962,20,869,27,843
8723,275,39062,21,1109,26,1078
8723,276,39198,33,1530,15,1513
8723,276,39205,32,1182,16,1150
8723,277,39353,37,961,15,955
8723,278,39551,33,1734,14,1698
8723,280,39820,31,922,16,880
8723,281,39992,33,1006,15,984
8723,287,40791,17,1243,30,1216
8723,287,40826,23,1127,24,1098
8723,288,40922,21,1025,28,1003
8723,288,40923,23,1239,24,1219
8723,288,40956,19,1219,28,1200
8723,292,41521,20,1431,26,1392
8723,296,42126,23,1474,25,1452
8723,301,42778,43,824,23,858
8723,302,42961,33,1615,14,1584
8723,324,45476,28,1009,20,982
8723,324,45479,19,1374,28,1352
8723,337,47262,27,1408,21,1375
8723,340,47658,19,1290,29,1263
8723,342,47892,28,1238,20,1215
8723,343,48044,28,1020,19,987
8723,344,48191,31,1396,17,1379
8723,344,48197,27,954,26,948
8723,348,48729,34,1155,13,1127
8723,348,48765,19,1372,28,1350
8723,348,48774,18,1080,29,1050
8723,354,49582,26,1134,31,1132
8724,7,831,197,3071,17,1586
8724,8,927,46,985,18,1013
8724,10,1240,31,1409,17,1379
8724,10,1243,26,1472,22,1447
8724,10,1249,17,1420,33,1408
8724,11,1396,32,1089,16,1067
8724,13,1656,16,1193,31,1166
8724,17,2198,34,958,32,987
8724,19,2454,210,1288,28,1332
8724,19,2509,34,980,13,949
8724,20,2645,23,1495,24,1456
8724,23,3064,18,1064,30,1046
8724,26,3510,18,1240,30,1216
8724,27,3622,45,964,19,990
8724,27,3634,138,905,20,1159
8724,27,3668,32,1051,16,1031
8724,29,3911,32,1386,18,1368
8724,30,4124,69,1599,16,1632
8724,31,4257,26,1177,21,1144
8724,32,4378,34,1692,13,1669
8724,32,4413,26,976,22,959
8724,33,4495,32,1257,15,1228
8724,34,4704,39,1081,30,1091
8724,35,4844,16,1440,31,1417
8724,36,4977,30,1088,18,1062
8724,38,5302,18,1386,29,1350
8724,39,5483,29,1448,20,1424
8724,40,5586,28,985,19,951
8724,40,5606,28,1344,19,1307
8724,43,6004,34,1342,13,1314
8724,46,6395,31,1184,16,1157
8724,47,6541,19,1157,28,1116
8724,64,9005,30,1430,18,1398
8724,64,9011,26,1085,21,1056
8724,71,9901,19,1441,30,1417
8724,76,10581,18,1461,30,1428
8724,77,10687,23,1003,24,976
8724,78,10846,18,984,30,964
8724,80,11111,31,1091,16,1068
8724,82,11369,26,909,23,887
8724,82,11382,32,1075,24,1075
8724,84,11639,45,1137,13,1142
8724,85,11764,71,1495,26,1603
8724,87,12049,33,1128,14,1099
8724,88,12217,30,932,18,907
8724,89,12374,21,1500,27,1474
8724,90,12535,28,981,19,942
8724,92,12804,29,1761,19,1732
8724,94,13105,26,1192,22,1174
8724,95,13256,32,912,15,883
8724,98,13603,18,936,28,902
8724,101,14027,31,1100,17,1082
8724,110,15317,21,1267,27,1243
8724,110,15370,21,994,27,976
8724,119,16604,19,1022,30,1003
8724,121,16912,23,1379,25,1362
8724,132,18454,23,1127,25,1106
8724,134,18691,21,1257,25,1224
8724,137,19131,28,1265,19,1228
8724,138,19218,30,1088,17,1063
8724,139,19411,25,1050,23,1018
8724,140,19514,26,959,21,936
8724,141,19682,18,1019,30,1006
8724,143,19959,26,1121,21,1089
8724,143,20008,41,763,22,805
8724,151,21149,18,995,30,978
8724,152,21300,24,1561,23,1533
8724,153,21441,28,1455,19,1399
8724,155,21693,42,882,19,918
8724,156,21856,24,1249,23,1219
8725,2,310,177,338,129,363
8725,2,319,28,952,19,927
8725,5,692,28,1468,20,1454
8725,9,1257,23,1102,24,1078
8725,13,1821,19,1356,29,1333
8725,21,2554,21,1734,27,1717
8725,21,2564,21,1183,27,1168
8725,22,2715,32,1313,15,1287
8725,22,2725,20,1335,27,1296
8725,24,3040,18,1170,31,1148
8725,25,3140,34,1096,13,1059
8725,26,3319,24,1200,23,1173
8725,28,3591,32,1037,19,1030
8725,29,3752,35,1797,13,1768
8725,29,3766,32,1042,26,1049
8725,30,3881,29,1048,19,1015
8725,30,3895,112,922,24,1039
8725,39,5131,20,1021,28,995
8725,39,5132,26,978,27,972
8725,39,5170,50,941,21,995
8725,47,6229,21,1012,28,992
8725,48,6310,28,1333,19,1302
8725,53,7049,21,1227,28,1205
8725,56,7445,33,1256,14,1220
8725,56,7481,16,1269,32,1251
8725,58,7769,17,1299,30,1277
8725,59,7915,33,1486,14,1457
8725,64,8604,20,1439,28,1420
8725,65,8680,36,1091,11,1065
8725,65,8685,31,1585,16,1559
8725,66,8913,20,1260,28,1244
8725,67,8984,22,1714,26,1691
8725,71,9402,23,1074,25,1057
8725,72,9493,28,1593,20,1564
8725,72,9510,34,1220,13,1194
8725,73,9598,30,1069,22,1059
8725,92,12358,19,1042,29,1023
8725,92,12376,30,1316,18,1295
8725,93,12532,28,1294,20,1274
8725,103,13945,24,1272,25,1249
8725,103,13952,28,1010,23,994
8725,104,14079,35,1325,13,1298
8725,104,14119,25,1379,22,1327
8726,1,57,40,1064,13,1054
8726,4,441,32,1256,23,1261
8726,5,568,33,1300,14,1268
8726,14,1555,27,1806,21,1768
8726,20,2129,19,1318,28,1295
8726,24,2480,16,1066,31,1034
8731,1,17,23,1527,24,1501
8731,1,20,30,1113,16,1072
8733,6,1111,24,1014,25,1008
8733,7,1225,29,1109,19,1090
8733,11,1650,24,1018,25,1005
8733,20,2434,30,967,18,945
8733,20,2440,24,1094,25,1076
8733,20,2445,25,922,48,779
8733,30,3460,33,1459,14,1427
8733,31,3566,28,910,18,873
8733,39,4399,32,1138,15,1117
8733,40,4502,18,1395,29,1373
8733,43,4815,23,1496,25,1478
8733,50,5604,16,1301,31,1275
8733,52,5788,29,1114,18,1092
8733,56,6193,46,1132,18,1144
8733,57,6310,20,1368,28,1347
8733,58,6403,28,983,19,944
8733,60,6632,32,952,15,920
8733,62,6827,30,1235,18,1204
8733,77,8426,30,1403,24,1402
8733,79,8659,26,1279,25,1266
8733,79,8683,28,1390,20,1367
8733,81,8886,24,1471,25,1447
8733,85,9376,32,1399,15,1370
8733,87,9570,32,1423,16,1391
8733,102,11100,13,1669,34,1639
8733,104,11280,23,1485,149,3071
8733,108,11681,27,1292,21,1257
8737,4,324,35,1299,12,1258
8737,5,418,24,1328,24,1311
8737,14,1346,25,1679,25,1655
8737,23,2269,23,1182,25,1167
8737,26,2573,27,1203,21,1167
8737,27,2653,95,852,95,852
8737,36,3578,28,1656,20,1630
8737,40,3994,35,1132,13,1106
8737,46,4624,32,1258,15,1236
8737,47,4746,28,1361,20,1332
8737,51,5163,16,1315,31,1280
8737,55,5591,21,1686,28,1661
8737,56,5688,27,870,20,846
8737,57,5788,29,890,18,868
8737,59,5978,33,952,13,931
8737,59,5985,23,1175,24,1140
8737,64,6483,45,933,14,952
8737,76,7728,29,949,18,913
8737,78,7941,21,932,25,903
8737,91,9322,25,1466,25,1449
8737,92,9418,21,1146,28,1127
8737,93,9544,25,1020,24,1016
8737,101,10355,33,1131,15,1105
8737,102,10480,28,1181,19,1134
8737,102,10482,24,1074,24,1060
8737,103,10572,23,1513,24,1468
8737,103,10579,23,1512,24,1486
8737,104,10709,31,1475,16,1441
8737,106,10920,32,1378,15,1352
8737,113,11627,15,1205,32,1178
8737,113,11629,30,1023,18,1001
8737,117,12051,19,1200,28,1174
8737,118,12168,26,1103,22,1077
8737,123,12680,34,935,21,951
8737,124,12769,32,1595,15,1568
8737,127,13028,44,1178,23,1211
8737,135,13838,22,985,25,972
8737,138,14125,20,906,28,885
8737,152,15611,27,1101,20,1063
8738,6,854,24,1081,30,1075
8738,9,1159,22,1280,28,1259
8738,21,2386,23,866,23,845
8738,21,2397,32,1356,15,1334
8738,27,2989,28,965,19,940
8738,35,3783,32,1372,15,1340
8738,40,4306,36,1651,12,1638
8738,43,4642,36,1014,13,992
8738,44,4723,33,1081,15,1060
8738,47,5053,46,1114,15,1118
8738,48,5139,22,1725,26,1704
8738,57,6043,21,1061,26,1029
8738,57,6048,21,1263,27,1242
8738,60,6303,15,1304,32,1273
8738,60,6310,33,1384,15,1353
8738,67,7018,45,998,20,1023
8738,82,8460,34,905,13,880
8738,83,8569,33,1543,15,1525
8738,92,9436,32,1004,29,1030
8738,95,9752,36,1252,28,1265
8738,96,9821,22,1618,25,1597
8738,106,10876,18,968,29,940
8738,110,11257,31,1287,17,1270
8738,113,11567,21,1068,26,1047
8738,124,12636,26,1344,21,1319
8738,130,13219,28,960,18,928
8738,140,14182,32,1454,15,1427
8738,146,14796,35,1103,12,1071
8738,147,14869,29,1140,18,1112
8738,154,15573,29,942,17,910
8738,155,15651,33,1231,15,1207
8738,159,16082,26,1087,21,1051
8738,163,16456,19,1450,28,1428
8738,177,17926,27,1492,21,1461
8738,180,18259,34,1033,13,1008
8738,195,19700,18,1142,28,1105
8738,195,19703,27,1731,20,1704
8738,197,19893,30,1259,18,1225
8738,198,20010,31,1288,16,1261
8738,206,20829,40,1185,23,1211
8738,206,20830,32,985,16,961
8738,207,20917,36,1257,12,1238
8738,207,20929,25,971,23,953
8738,208,21050,26,1119,22,1090
8738,209,21145,17,1175,31,1159
8738,216,21843,20,950,27,928
8738,218,22028,28,1499,20,1473
8738,235,23739,29,1099,18,1071
8738,238,24052,33,1212,15,1182
8738,239,24144,29,1267,19,1249
8738,245,24721,32,1258,15,1230
8738,252,25400,21,935,25,905
8738,253,25500,24,1257,23,1227
8738,262,26401,22,1311,26,1290
8738,281,28366,30,1431,18,1407
8738,285,28796,29,1678,18,1647
8738,292,29510,26,1377,21,1345
8738,295,29826,25,1476,23,1436
8738,298,30140,17,1402,30,1376
8738,306,30942,34,1285,13,1262
8738,314,31731,27,1358,20,1335
8738,316,31926,20,1171,27,1145
8738,327,33086,18,1351,29,1323
8738,332,33567,30,1161,18,1135
8738,332,33575,33,1087,14,1060
8738,336,33972,114,812,18,883
8738,337,34057,31,1753,17,1729
8738,341,34468,22,1132,25,1119
8738,350,35264,33,1487,14,1452
8739,2,385,33,1104,14,1070
8739,2,388,33,1525,15,1505
8739,7,836,23,1459,24,1431
8739,12,1307,16,1313,32,1294
8739,15,1597,22,1459,25,1435
8739,25,2511,20,1508,27,1482
8739,31,3054,35,1207,12,1184
8739,32,3148,20,1075,28,1050
8739,37,3591,27,1147,20,1119
8739,38,3686,34,1129,13,1100
8739,39,3783,34,1302,13,1272
8739,49,4666,15,1536,32,1494
8739,65,6180,23,1066,25,1044
8739,66,6266,36,1261,12,1243
8739,67,6361,15,1013,33,993
8739,69,6552,28,1239,20,1215
8739,71,6735,34,1573,13,1538
8739,77,7286,17,1608,31,1574
8739,79,7473,35,1067,25,1083
8739,84,8002,20,1515,27,1477
8739,91,8667,26,1408,23,1383
8739,97,9251,23,1306,24,1274
8739,100,9559,30,1046,18,1029
8739,104,9982,20,922,28,902
8739,119,11358,29,892,25,907
8739,125,11917,28,1014,21,991
8739,127,12130,23,1461,24,1423
8739,128,12220,23,952,25,935
8739,135,12885,22,1584,25,1557
8739,137,13073,25,1409,21,1365
8739,144,13749,23,1173,24,1149
8739,145,13852,21,1299,27,1281
8739,150,14328,35,1609,12,1582
8739,152,14538,25,963,22,943
8739,158,15120,30,1014,18,993
8739,159,15203,33,1044,14,1017
8739,161,15406,29,1396,19,1380
8739,164,15660,23,1346,23,1310
8739,164,15678,36,1429,11,1406
8739,165,15758,30,986,17,953
8739,170,16257,28,1320,20,1301
8739,177,16908,39,1056,13,1050
8739,178,17014,42,1011,19,1046
8739,180,17206,29,1062,18,1034
8739,181,17305,20,1781,28,1750
8739,183,17503,22,1511,25,1491
8739,185,17693,26,1109,28,1111
8739,188,17994,34,1316,13,1282
8739,193,18479,24,1047,24,1033
8739,202,19301,23,1529,24,1494
8739,203,19396,34,949,15,936
8739,207,19776,26,1178,22,1159
8739,210,20057,20,975,28,951
8739,218,20838,28,1591,19,1558
8739,234,22307,45,994,17,1024
8739,236,22530,28,1010,23,994
8739,236,22531,28,1332,20,1303
8739,244,23348,31,1509,17,1490
8739,267,25659,30,976,28,986
8739,272,26151,21,949,25,915
8739,277,26652,96,953,53,926
8739,294,28328,23,1021,24,996
8739,294,28332,28,1181,19,1146
8739,297,28633,32,1102,17,1097
8739,302,29125,34,1062,15,1052
8739,303,29214,19,1276,28,1258
8739,305,29431,21,1028,26,1001
8739,306,29532,20,971,28,954
8739,306,29534,34,1054,25,1049
8739,311,30056,31,1256,18,1236
8739,320,30950,28,996,18,945
8739,323,31207,30,1242,17,1213
8739,326,31485,29,1049,19,1026
8739,331,32001,18,1362,29,1334
8739,332,32091,20,1626,26,1576
8739,342,33004,25,1456,23,1437
8739,346,33387,33,1648,14,1603
8739,348,33580,35,1062,23,1071
8739,349,33665,31,1469,17,1446
8739,352,33961,26,1295,21,1275
8739,355,34227,21,996,30,990
8739,384,36904,33,972,15,955
8739,385,36990,33,1150,15,1129
8739,405,38826,34,1295,13,1265
8740,3,221,18,1682,30,1665
8740,8,689,33,1609,14,1583
8740,8,694,33,1469,13,1426
8740,13,1162,32,1667,15,1635
8740,29,2673,31,1360,17,1338
8740,40,3702,25,1166,23,1151
8740,45,4226,28,1556,19,1514
8740,46,4338,22,1564,26,1539
8740,49,4623,100,0,13,1165
8740,54,5181,35,1566,13,1537
8740,62,6047,27,1253,21,1234
8740,67,6577,28,1468,20,1440
8740,70,6894,186,994,11,1055
8740,86,8436,31,1182,17,1166
8740,89,8731,28,1587,20,1570
8740,93,9161,30,1247,18,1214
8740,97,9498,29,1040,18,1012
8740,105,10176,33,941,14,916
8740,110,10678,31,1809,17,1788
8740,120,11622,13,1219,35,1195
8740,120,11623,33,1032,13,991
8740,120,11630,22,1009,24,967
8740,126,12231,33,1039,15,1022
8740,134,12976,29,1606,18,1578
8740,135,13078,24,1014,23,991
8740,138,13319,22,1502,26,1482
8740,147,14150,31,1066,16,1042
8740,148,14255,28,865,20,847
8740,148,14256,31,836,30,868
8740,155,14919,25,1098,28,1087
8740,156,15011,34,1008,13,988
8740,160,15390,31,1238,17,1219
8740,171,16560,16,975,31,951
8740,187,18151,28,1071,20,1052
8740,198,19194,26,1158,22,1140
8740,203,19716,22,1242,26,1212
8740,203,19740,25,1167,23,1136
8740,205,19944,19,1368,28,1346
8740,216,21082,30,1215,18,1204
8740,217,21188,22,1681,26,1651
8740,222,21758,33,1548,15,1525
8740,225,22057,32,1389,15,1361
8740,243,23950,26,1425,60,1264
8740,244,24038,32,1166,15,1141
8740,245,24166,18,1157,30,1139
8740,251,24804,31,942,16,918
8740,254,25135,25,1217,23,1189
8740,254,25154,14,1489,33,1461
8740,255,25245,32,1000,16,980
8740,256,25355,23,1499,24,1461
8740,260,25759,26,1501,22,1475
8740,262,25966,40,1324,25,1309
8740,267,26457,32,1635,15,1610
8740,269,26667,28,1203,20,1185
8740,271,26850,22,1304,25,1285
8740,274,27181,22,1184,24,1150
8740,281,27916,17,1337,30,1299
8740,282,28040,22,1116,25,1094
8740,287,28576,32,1211,15,1185
8740,291,28987,31,1203,17,1184
8740,295,29460,38,1002,20,1015
8740,298,29793,31,1072,18,1052
8740,299,29898,19,812,26,977
8740,307,30715,28,1272,20,1258
8740,311,31163,27,1453,21,1425
8740,322,32299,25,1283,23,1262
8740,325,32642,120,639,18,897
8740,327,32807,28,1511,20,1495
8740,327,32809,28,1083,20,1060
8740,344,34598,32,870,21,863
8740,347,34926,151,355,23,833
8740,353,35498,21,1077,25,1039
8740,354,35631,25,1213,22,1174
8740,355,35706,25,1407,22,1377
8740,358,36021,17,1304,30,1277
8740,361,36315,22,786,24,751
8740,362,36418,27,831,21,813
8740,373,37574,23,1028,23,991
8740,382,38503,27,1478,21,1448
8740,391,39411,33,1091,14,1063
8740,391,39413,18,898,29,869
8740,393,39597,31,1112,16,1093
8740,393,39613,27,1251,21,1236
8740,394,39718,36,987,12,963
8740,396,39925,54,788,28,879
8740,400,40317,16,1235,32,1218
8740,400,40332,26,1120,22,1101
8740,400,40342,78,611,25,976
8740,407,40940,24,1463,23,1430
8740,414,41634,33,1499,15,1467
8740,415,41718,27,1212,21,1180
8740,416,41831,21,1122,27,1107
8740,420,42249,26,1407,22,1377
8740,421,42372,33,1054,16,1029
8740,423,42590,30,1346,18,1327
8740,423,42592,33,1518,14,1489
8740,424,42679,29,1084,25,1080
8740,425,42782,26,1652,23,1628
8740,425,42791,39,1758,28,1773
8740,425,42803,21,1415,25,1383
8740,428,43083,222,2165,193,2094
8743,3,885,31,1189,16,1150
8743,9,1424,27,878,20,853
8743,13,1875,34,981,13,965
8743,19,2468,32,1703,15,1669
8743,27,3294,45,1145,16,1161
8743,35,4157,24,1021,23,990
8743,36,4257,23,1347,23,1300
8743,41,4743,35,1210,11,1176
8743,43,4976,29,1161,18,1139
8743,44,5045,41,1050,15,1053
8743,49,5562,18,1578,29,1550
8743,51,5751,33,1186,14,1151
8743,58,6432,18,1036,30,1021
8743,58,6434,30,1370,18,1346
8743,66,7135,33,1627,14,1599
8743,68,7318,18,1069,30,1043
8743,68,7330,30,1140,16,1107
8743,91,9538,18,957,28,925
8743,104,10821,34,1062,13,1037
8743,111,11512,31,1441,27,1443
8743,112,11625,17,1423,31,1385
8743,135,13976,23,1379,25,1353
8743,140,14487,32,1020,16,999
8743,149,15372,28,1053,20,1022
8743,150,15449,33,1305,15,1289
8743,158,16235,24,1771,23,1731
8743,160,16448,21,1168,27,1152
8743,171,17426,31,1868,17,1849
8743,179,18249,25,1207,23,1189
8743,183,18661,120,833,17,913
8743,193,19568,21,1051,26,1020
8743,194,19654,21,1061,27,1041
8743,198,20018,33,1291,18,1287
8743,204,20603,24,1218,25,1195
8743,208,21025,26,1245,21,1208
8743,210,21222,22,1494,25,1471
8743,212,21382,42,934,14,945
8743,215,21687,54,878,18,927
8743,217,21898,28,1162,18,1125
8743,219,22087,31,1364,16,1334
8743,222,22363,20,1033,27,1003
8743,228,22967,21,1182,25,1170
8743,230,23168,24,963,23,933
8743,232,23351,17,993,30,954
8743,234,23582,26,1226,21,1198
8743,238,23991,26,1193,21,1148
8743,238,24004,18,1495,29,1462
8743,242,24401,18,1230,30,1213
8743,246,24761,32,1725,17,1715
8743,251,25222,19,1064,28,1034
8743,258,25901,35,1334,13,1302
8743,259,26005,32,1026,16,994
8743,259,26007,41,1160,12,1153
8743,262,26295,34,1415,13,1384
8743,263,26398,23,1110,24,1088
8743,263,26416,16,955,30,936
8743,281,28211,18,1114,29,1077
8743,283,28436,22,1331,26,1309
8743,285,28648,26,966,23,945
8743,289,28970,17,1007,30,970
8743,292,29284,31,1085,17,1067
8743,305,30553,26,1205,21,1174
8743,315,31555,33,1111,14,1069
8743,316,31662,31,896,23,900
8743,317,31752,34,1229,13,1203
8743,319,31920,34,968,13,940
8743,324,32443,22,1192,25,1167
8743,325,32568,30,1210,18,1190
8743,333,33312,27,1604,21,1578
8743,338,33854,17,1094,31,1075
8743,344,34486,32,1124,15,1099
8743,354,35439,26,1871,22,1849
8743,354,35464,106,1238,19,1239
8743,356,35673,33,1445,15,1426
8743,362,36263,170,1943,148,1922
8743,362,36277,36,1781,11,1748
8743,365,36579,33,1139,23,1135
8743,370,37041,33,1088,15,1055
8743,370,37051,29,1757,20,1733
8743,372,37214,12,1197,35,1168
8743,374,37446,33,1240,14,1213
8743,377,37679,31,1338,15,1298
8743,379,37871,22,1293,26,1275
